Plot Title: 20169122,,,,,,,,,,
#,"Date Time, GMT-04:00","Pressure, in Hg (LGR S/N: 20169122, SEN S/N: 20024877)","Wind Speed, mph (LGR S/N: 20169122, SEN S/N: 20167354)","Gust Speed, mph (LGR S/N: 20169122, SEN S/N: 20167354)","Temp, °F (LGR S/N: 20169122, SEN S/N: 20177195)","Wind Direction, ø (LGR S/N: 20169122, SEN S/N: 20177663)","Rain, in (LGR S/N: 20169122, SEN S/N: 20192321)","PAR, µmol/m²/s (LGR S/N: 20169122, SEN S/N: 20197885)","Temp, °F (LGR S/N: 20169122, SEN S/N: 20168088)","RH, % (LGR S/N: 20169122, SEN S/N: 20168088)"
1,9/1/2017 12:07,29.9478,9.01,23.64,61.934,338.3,,1743.7,62.319,41.4
2,9/1/2017 12:17,29.9449,7.87,22.53,62.062,318.7,0,1758.7,63.475,42.9
3,9/1/2017 12:27,29.9478,7.87,21.39,62.105,332.7,0,1776.2,63.048,40.3
4,9/1/2017 12:37,29.9478,7.87,16.89,62.148,344,0,1763.7,64.033,41.6
5,9/1/2017 12:47,29.9449,7.87,16.89,62.233,346.8,0,1803.7,63.648,40.1
6,9/1/2017 12:57,29.939,6.76,14.63,62.276,339.7,0,1816.2,65.316,39.4
7,9/1/2017 13:07,29.9419,9.01,21.39,62.362,349.6,0,1816.2,64.375,37.6
8,9/1/2017 13:17,29.9419,9.01,19.15,62.406,336.9,0,1806.2,64.974,36.8
9,9/1/2017 13:27,29.9449,5.64,14.63,62.49,325.7,0,1788.7,66,38.7
10,9/1/2017 13:37,29.9449,4.5,12.39,62.577,320.1,0,1753.7,66.515,36.6
11,9/1/2017 13:47,29.939,7.87,18.01,62.62,355.2,0,1691.2,64.76,36.7
12,9/1/2017 13:57,29.9419,7.87,19.15,62.704,352.4,0,1733.7,66.385,35.9
13,9/1/2017 14:07,29.936,7.87,18.01,62.791,355.2,0,1711.2,65.959,35.1
14,9/1/2017 14:17,29.9301,7.87,18.01,62.834,355.2,0,1681.2,65.658,37.4
15,9/1/2017 14:27,29.9331,6.76,15.77,62.919,19.7,0,1666.2,66.344,40.8
16,9/1/2017 14:37,29.9272,6.76,12.39,62.962,19.7,0,1711.2,65.615,38.8
17,9/1/2017 14:47,29.9213,6.76,14.63,63.048,8.4,0,1673.7,66.301,38.3
18,9/1/2017 14:57,29.9213,6.76,16.89,63.133,348.2,0,1411.2,66.729,37.9
19,9/1/2017 15:07,29.9213,6.76,20.27,63.176,5.6,0,1451.2,66.344,37.7
20,9/1/2017 15:17,29.9242,5.64,13.51,63.219,346.8,0,1266.2,66.6,38.5
21,9/1/2017 15:27,29.9183,5.64,13.51,63.304,344,0,1173.7,67.372,38.7
22,9/1/2017 15:37,29.9242,5.64,12.39,63.347,355.2,0,1326.2,66.985,40.1
23,9/1/2017 15:47,29.9154,5.64,15.77,63.433,353.8,0,1158.7,67.543,40.1
24,9/1/2017 15:57,29.9154,5.64,15.77,63.475,349.6,0,866.2,66.515,38.6
25,9/1/2017 16:07,29.9183,4.5,11.25,63.518,346.8,0,1223.7,67.114,38
26,9/1/2017 16:17,29.9213,5.64,13.51,63.604,352.4,0,1161.2,67.329,38.1
27,9/1/2017 16:27,29.9183,4.5,11.25,63.648,348.2,0,983.7,67.798,38.9
28,9/1/2017 16:37,29.9183,5.64,12.39,63.689,336.9,0,1101.2,67.028,39
29,9/1/2017 16:47,29.9154,4.5,10.13,63.732,339.7,0,871.2,67.757,40.1
30,9/1/2017 16:57,29.9154,3.38,9.01,63.819,355.2,0,981.2,67.928,38.5
31,9/1/2017 17:07,29.9213,3.38,7.87,63.862,332.7,0,893.7,67.928,38.6
32,9/1/2017 17:17,29.9183,3.38,11.25,63.903,351,0,863.7,66.857,38.5
33,9/1/2017 17:27,29.9213,3.38,12.39,63.946,355.2,0,538.7,66.9,37.1
34,9/1/2017 17:37,29.9213,4.5,13.51,63.99,355.2,0,533.7,66.043,39
35,9/1/2017 17:47,29.9272,3.38,13.51,63.99,12.6,0,421.2,65.273,38.8
36,9/1/2017 17:57,29.9272,3.38,7.87,64.033,2.8,0,358.7,64.589,40.1
37,9/1/2017 18:07,29.936,3.38,9.01,64.074,5.6,0,253.7,63.99,41.5
38,9/1/2017 18:17,29.936,3.38,7.87,64.074,355.2,0,271.2,63.39,41.6
39,9/1/2017 18:27,29.936,2.26,6.76,64.117,14,0,191.2,62.577,43.4
40,9/1/2017 18:37,29.939,2.26,6.76,64.117,9.8,0,126.2,62.191,44.5
41,9/1/2017 18:47,29.9449,1.12,7.87,64.117,11.2,0,111.2,61.162,46.7
42,9/1/2017 18:57,29.9537,1.12,5.64,64.161,23.9,0,71.2,60.775,46.7
43,9/1/2017 19:07,29.9508,1.12,5.64,64.161,22.5,0,43.7,60.174,48
44,9/1/2017 19:17,29.9537,1.12,5.64,64.117,11.2,0,21.2,59.185,49.9
45,9/1/2017 19:27,29.9537,2.26,6.76,64.117,355.2,0,6.2,59.099,50.4
46,9/1/2017 19:37,29.9567,1.12,5.64,64.117,5.6,0,1.2,58.541,51
47,9/1/2017 19:47,29.9626,1.12,5.64,64.117,355.2,0,1.2,57.979,51.9
48,9/1/2017 19:57,29.9656,0,4.5,64.074,329.9,0,1.2,56.599,54.5
49,9/1/2017 20:07,29.9656,0,3.38,64.074,335.5,0,1.2,57.376,52.7
50,9/1/2017 20:17,29.9744,1.12,7.87,64.033,352.4,0,1.2,56.815,54.1
51,9/1/2017 20:27,29.9833,2.26,5.64,64.033,336.9,0,1.2,57.506,53.2
52,9/1/2017 20:37,29.9862,1.12,6.76,63.99,322.9,0,1.2,56.512,54.8
53,9/1/2017 20:47,29.9892,1.12,7.87,63.946,344,0,1.2,57.204,54.8
54,9/1/2017 20:57,29.9951,1.12,7.87,63.903,329.9,0,1.2,56.944,56.4
55,9/1/2017 21:07,29.9951,0,2.26,63.862,308.9,0,1.2,55.515,58.6
56,9/1/2017 21:17,30.0039,1.12,7.87,63.819,318.7,0,1.2,55.429,59.9
57,9/1/2017 21:27,30.0128,0,2.26,63.775,271,0,1.2,54.43,63
58,9/1/2017 21:37,30.0158,0,2.26,63.732,258.3,0,1.2,54.212,63.1
59,9/1/2017 21:47,30.0187,0,3.38,63.689,308.9,0,1.2,53.865,64.2
60,9/1/2017 21:57,30.0187,0,1.12,63.648,308.9,0,1.2,53.776,64.7
61,9/1/2017 22:07,30.0187,1.12,6.76,63.604,322.9,0,1.2,54.952,62.5
62,9/1/2017 22:17,30.0305,1.12,6.76,63.561,341.2,0,1.2,54.952,62.7
63,9/1/2017 22:27,30.0305,1.12,9.01,63.475,334.1,0,1.2,54.3,63.8
64,9/1/2017 22:37,30.0305,0,4.5,63.433,355.2,0,1.2,54.777,63.4
65,9/1/2017 22:47,30.0305,1.12,4.5,63.39,40.7,0,1.2,51.148,71.9
66,9/1/2017 22:57,30.0305,1.12,2.26,63.347,28.1,0,1.2,50.974,72.9
67,9/1/2017 23:07,30.0276,0,1.12,63.262,28.1,0,1.2,50.311,74.4
68,9/1/2017 23:17,30.0246,1.12,2.26,63.219,28.1,0,1.2,48.672,79.4
69,9/1/2017 23:27,30.0246,1.12,3.38,63.133,32.3,0,1.2,49.073,78.9
70,9/1/2017 23:37,30.0305,0,3.38,63.09,81.4,0,1.2,48.227,79.3
71,9/1/2017 23:47,30.0394,1.12,3.38,63.048,53.3,0,1.2,47.377,81.4
72,9/1/2017 23:57,30.0453,0,0,62.962,53.3,0,1.2,46.481,83.6
73,9/2/2017 0:07,30.0423,0,1.12,62.875,53.3,0,1.2,44.4,89.7
74,9/2/2017 0:17,30.0423,0,1.12,62.834,53.3,0,1.2,43.853,90.3
75,9/2/2017 0:27,30.0512,0,0,62.748,53.3,0,1.2,43.853,92.6
76,9/2/2017 0:37,30.0541,0,0,62.661,53.3,0,1.2,43.396,91.1
77,9/2/2017 0:47,30.0601,0,0,62.577,53.3,0,1.2,43.075,92.9
78,9/2/2017 0:57,30.0571,0,0,62.533,53.3,0,1.2,42.939,91.9
79,9/2/2017 1:07,30.0601,0,0,62.447,53.3,0,1.2,42.433,92.9
80,9/2/2017 1:17,30.0601,0,2.26,62.362,53.3,0,1.2,42.109,93.9
81,9/2/2017 1:27,30.0571,0,2.26,62.276,53.3,0,1.2,41.601,94.3
82,9/2/2017 1:37,30.0571,0,0,62.191,53.3,0,1.2,41.09,94.3
83,9/2/2017 1:47,30.0541,1.12,3.38,62.105,53.3,0,1.2,40.392,96.2
84,9/2/2017 1:57,30.0541,0,3.38,61.977,53.3,0,1.2,40.672,96.3
85,9/2/2017 2:07,30.0601,0,1.12,61.891,53.3,0,1.2,40.905,96
86,9/2/2017 2:17,30.066,0,1.12,61.804,53.3,0,1.2,40.905,96.2
87,9/2/2017 2:27,30.063,0,2.26,61.72,53.3,0,1.2,40.345,97.3
88,9/2/2017 2:37,30.063,0,2.26,61.633,53.3,0,1.2,40.905,97.2
89,9/2/2017 2:47,30.0601,0,3.38,61.547,51.9,0,1.2,40.345,96.7
90,9/2/2017 2:57,30.066,0,3.38,61.462,51.9,0,1.2,39.97,96.5
91,9/2/2017 3:07,30.0601,0,1.12,61.376,51.9,0,1.2,40.111,97.1
92,9/2/2017 3:17,30.0601,0,1.12,61.29,51.9,0,1.2,40.204,97.1
93,9/2/2017 3:27,30.0601,0,1.12,61.205,51.9,0,1.2,39.783,97.7
94,9/2/2017 3:37,30.0689,1.12,3.38,61.119,51.9,0,1.2,39.736,97.9
95,9/2/2017 3:47,30.0689,1.12,2.26,61.032,51.9,0,1.2,40.345,98.3
96,9/2/2017 3:57,30.066,0,2.26,60.948,51.9,0,1.2,39.783,98
97,9/2/2017 4:07,30.0689,0,1.12,60.861,51.9,0,1.2,39.313,97.5
98,9/2/2017 4:17,30.0689,0,1.12,60.775,51.9,0,1.2,38.511,97.9
99,9/2/2017 4:27,30.0689,0,2.26,60.69,51.9,0,1.2,39.124,98.4
100,9/2/2017 4:37,30.0719,0,2.26,60.647,51.9,0,1.2,38.179,98.3
101,9/2/2017 4:47,30.063,0,0,60.561,51.9,0,1.2,38.415,98.2
102,9/2/2017 4:57,30.0689,0,1.12,60.474,51.9,0,1.2,38.464,98.5
103,9/2/2017 5:07,30.0719,0,1.12,60.39,51.9,0,1.2,38.7,98.9
104,9/2/2017 5:17,30.0719,0,2.26,60.303,51.9,0,1.2,37.369,99
105,9/2/2017 5:27,30.0719,1.12,2.26,60.217,51.9,0,1.2,38.226,99.1
106,9/2/2017 5:37,30.0689,0,2.26,60.132,51.9,0,1.2,38.368,99
107,9/2/2017 5:47,30.0748,0,1.12,60.089,51.9,0,1.2,38.368,99.1
108,9/2/2017 5:57,30.0748,0,1.12,60.003,51.9,0,1.2,37.942,99.1
109,9/2/2017 6:07,30.0778,1.12,2.26,59.916,51.9,0,1.2,38.842,99.5
110,9/2/2017 6:17,30.0748,1.12,2.26,59.83,51.9,0,3.7,38.415,98.8
111,9/2/2017 6:27,30.0807,0,2.26,59.788,51.9,0,13.7,38.795,99
112,9/2/2017 6:37,30.0925,0,0,59.702,51.9,0,31.2,38.511,98.5
113,9/2/2017 6:47,30.0955,0,0,59.616,51.9,0,71.2,38.511,98.6
114,9/2/2017 6:57,30.1014,0,0,59.572,51.9,0,111.2,38.511,98.3
115,9/2/2017 7:07,30.1073,0,0,59.529,51.9,0,231.2,39.69,97.8
116,9/2/2017 7:17,30.0984,0,0,59.486,51.9,0,173.7,40.532,97.8
117,9/2/2017 7:27,30.0955,1.12,4.5,59.401,51.9,0,386.2,41.463,97.2
118,9/2/2017 7:37,30.0955,1.12,3.38,59.358,51.9,0,413.7,42.341,96.5
119,9/2/2017 7:47,30.0896,0,3.38,59.315,44.9,0,458.7,44.127,94.9
120,9/2/2017 7:57,30.0984,0,2.26,59.272,42.1,0,576.2,45.986,92.5
121,9/2/2017 8:07,30.1014,0,2.26,59.229,42.1,0,673.7,47.557,90.4
122,9/2/2017 8:17,30.1073,1.12,3.38,59.185,42.1,0,738.7,48.895,89.2
123,9/2/2017 8:27,30.1043,1.12,3.38,59.185,46.3,0,736.2,49.561,86.6
124,9/2/2017 8:37,30.0984,0,3.38,59.142,53.3,0,873.7,50.576,84.5
125,9/2/2017 8:47,30.1014,1.12,4.5,59.142,53.3,0,938.7,51.764,82.7
126,9/2/2017 8:57,30.1043,2.26,4.5,59.142,53.3,0,1011.2,52.992,80.2
127,9/2/2017 9:07,30.1014,0,4.5,59.142,46.3,0,1076.2,55.213,76.4
128,9/2/2017 9:17,30.0984,0,4.5,59.185,43.5,0,1153.7,55.863,72.7
129,9/2/2017 9:27,30.0984,0,3.38,59.185,18.3,0,1068.7,55.558,72.8
130,9/2/2017 9:37,30.1014,1.12,4.5,59.185,353.8,0,718.7,55.213,73.4
131,9/2/2017 9:47,30.1043,2.26,5.64,59.229,59,0,1313.7,57.42,68.1
132,9/2/2017 9:57,30.1014,1.12,4.5,59.229,57.6,0,1366.2,58.368,64.5
133,9/2/2017 10:07,30.0984,1.12,4.5,59.315,68.8,0,1221.2,58.971,60.1
134,9/2/2017 10:17,30.0955,0,4.5,59.358,16.8,0,1151.2,58.498,63.5
135,9/2/2017 10:27,30.0896,0,1.12,59.401,49.1,0,1648.7,63.133,58.1
