date,pressure,ws,gs,soilt,wd,airt,par,rh
2017-09-02 09:19:00,30.0905666666667,1.12,3,15.2546296296296,240.1,16.7562962962963,1487.03333333333,56.3333333333333
2017-09-02 09:49:00,30.0846666666667,1.5,6.38333333333333,15.3659259259259,228.559283686138,17.082037037037,1571.2,53.1333333333333
2017-09-02 10:19:00,30.0787666666667,1.5,5.25333333333333,15.517037037037,260.210638832935,18.065,1696.2,50.4666666666667
2017-09-02 10:49:00,30.0669666666667,1.5,6.00666666666667,15.6842592592593,238.084489171514,17.9064814814815,1382.03333333333,53.4666666666667
2017-09-02 11:19:00,30.0482333333333,1.12,5.26,15.875,234.713981566139,18.5648148148148,1247.03333333333,50.5333333333333
2017-09-02 11:49:00,30.0354333333333,1.12,4.88,16.0737037037037,267.45,18.9448148148148,1178.7,51.7333333333333
2017-09-02 12:19:00,30.0354333333333,1.12,3.76,16.2644444444444,304.7,19.0083333333333,875.366666666667,53.4333333333333
2017-09-02 12:49:00,30.0157666666667,1.12,3.75333333333333,16.4474074074074,307.5,19.7224074074074,1206.2,49.8666666666667
2017-09-02 13:19:00,30.0098333333333,1.12,5.25333333333333,16.6216666666667,270.899149976489,20.19,1091.2,48.6333333333333
2017-09-02 13:49:00,30.0108,NA,4.12666666666667,16.7962962962963,NA,20.0233333333333,795.366666666667,52.1666666666667
2017-09-02 14:19:00,30.0079,1.5,6.00666666666667,16.9394444444444,221.049620353191,19.9524074074074,953.7,50.5333333333333
2017-09-02 14:49:00,29.9931,1.12,6.75666666666667,17.0975925925926,230.377862233137,19.8966666666667,748.7,52
2017-09-02 15:19:00,29.9951,1.12,4.13333333333333,17.2248148148148,221.8,19.1511111111111,458.7,56.4
2017-09-02 15:49:00,29.9891666666667,1.12,4.50666666666667,17.3516666666667,221.1,18.3664814814815,305.366666666667,58.7333333333333
2017-09-02 16:19:00,29.9911666666667,NA,2.62666666666667,17.4468518518519,NA,17.4703703703704,137.033333333333,61.2
2017-09-02 16:49:00,29.9921333333333,NA,1.88,17.517962962963,NA,16.7725925925926,84.5333333333333,63.5
2017-09-02 17:19:00,29.9891666666667,1.12,3.00666666666667,17.5740740740741,178.3,16.32,49.5333333333333,65.5
2017-09-02 17:49:00,29.9842666666667,NA,1.69,17.605,NA,15.302037037037,14.5333333333333,72.5333333333333
2017-09-02 18:19:00,29.9842666666667,NA,1.88,17.605,NA,14.4172222222222,1.2,80.4333333333333
2017-09-02 18:49:00,29.9891666666667,NA,NA,17.605,NA,14.01,1.2,82.9666666666667
2017-09-02 19:19:00,29.9891666666667,NA,1.88,17.5974074074074,NA,13.8337037037037,1.2,83.2666666666667
2017-09-02 19:49:00,29.9950666666667,NA,3.38,17.5659259259259,NA,13.5048148148148,1.2,84.4333333333333
2017-09-02 20:19:00,29.9980333333333,1.12,3.00666666666667,17.5338888888889,193.7,14.2733333333333,1.2,78.2
2017-09-02 20:49:00,29.9980333333333,NA,2.25333333333333,17.502037037037,NA,14.5288888888889,1.2,74.7666666666667
2017-09-02 21:19:00,29.9862,NA,2.63333333333333,17.4625925925926,NA,14.1138888888889,1.2,76.9
2017-09-02 21:49:00,29.9901666666667,NA,2.26,17.422962962963,NA,13.2646296296296,1.2,83.2666666666667
2017-09-02 22:19:00,29.9793333333333,NA,2.25333333333333,17.3755555555556,NA,12.7346296296296,1.2,88.1333333333333
2017-09-02 22:49:00,29.9744333333333,NA,2.25333333333333,17.3359259259259,NA,12.3077777777778,1.2,91.4
2017-09-02 23:19:00,29.9665666666667,NA,1.88,17.2881481481481,NA,12.307962962963,1.2,92.2
2017-09-02 23:49:00,29.9636,NA,1.5,17.2487037037037,NA,12.0898148148148,1.2,92.4333333333333
2017-09-03 00:19:00,29.9488,NA,1.12,17.1931481481482,NA,11.8233333333333,1.2,92.7333333333333
2017-09-03 00:49:00,29.937,NA,NA,17.1451851851852,NA,11.7427777777778,1.2,94.8333333333333
2017-09-03 01:19:00,29.9222666666667,NA,1.88,17.082037037037,NA,11.5161111111111,1.2,96.0333333333333
2017-09-03 01:49:00,29.9084666666667,NA,NA,17.0342592592593,NA,11.2483333333333,1.2,96
2017-09-03 02:19:00,29.8937,NA,NA,16.962962962963,NA,10.9803703703704,1.2,95.6666666666667
2017-09-03 02:49:00,29.8897666666667,NA,1.88,16.8675925925926,NA,10.7361111111111,1.2,96.6333333333333
2017-09-03 03:19:00,29.8829,1.12,3.38,16.7092592592593,123.55,10.6790740740741,1.2,97.4333333333333
2017-09-03 03:49:00,29.8720666666667,2.26,4.50666666666667,16.582037037037,36.5,10.5816666666667,1.2,97.8666666666667
2017-09-03 04:19:00,29.8641666666667,NA,2.26,16.4790740740741,NA,10.6957407407407,1.2,98.3666666666667
2017-09-03 04:49:00,29.8572666666667,NA,2.82,16.3837037037037,NA,10.8662962962963,1.2,98.3666666666667
2017-09-03 05:19:00,29.8553,NA,1.12,16.32,NA,10.9803703703704,2.03333333333333,98.2333333333333
2017-09-03 05:49:00,29.8503666666667,NA,2.63333333333333,16.2801851851852,NA,11.0209259259259,11.2,97.9333333333333
2017-09-03 06:19:00,29.8405333333333,NA,1.88,16.2409259259259,NA,11.0288888888889,18.7,97.6333333333333
2017-09-03 06:49:00,29.8307,NA,1.12,16.2011111111111,NA,11.1024074074074,37.0333333333333,98.0333333333333
2017-09-03 07:19:00,29.8159333333333,NA,2.26,16.1851851851852,NA,11.377962962963,61.2,97.9
2017-09-03 07:49:00,29.8050666666667,NA,2.63333333333333,16.1448148148148,NA,11.4348148148148,77.0333333333333,97.3333333333333
2017-09-03 08:19:00,29.8021666666667,NA,1.88,16.1137037037037,NA,11.3944444444444,63.7,97.1
2017-09-03 08:49:00,29.7893333333333,NA,1.12,16.0740740740741,NA,11.5562962962963,126.2,97.3333333333333
2017-09-03 09:19:00,29.7795,1.12,3.00666666666667,16.0418518518518,348.2,11.7992592592593,135.366666666667,97.0666666666667
2017-09-03 09:49:00,29.7824666666667,NA,3.00666666666667,16.002037037037,NA,11.977037037037,153.7,97.8666666666667
2017-09-03 10:19:00,29.7785333333333,NA,2.63333333333333,15.875,NA,12.1868518518519,227.866666666667,97.5
2017-09-03 10:49:00,29.7677,NA,1.69,15.772037037037,NA,12.4690740740741,272.033333333333,96.8
2017-09-03 11:19:00,29.7499666666667,NA,2.26,15.7398148148148,NA,13.1922222222222,434.533333333333,95.3333333333333
2017-09-03 11:49:00,29.7421,NA,1.69,15.7957407407407,NA,13.4812962962963,388.7,93.9333333333333
2017-09-03 12:19:00,29.7312666666667,NA,1.12,15.8590740740741,NA,13.6498148148148,365.366666666667,93.8
2017-09-03 12:49:00,29.7273333333333,NA,1.69,15.922962962963,NA,13.7461111111111,345.366666666667,94.6
2017-09-03 13:19:00,29.7135333333333,1.12,3,15.9862962962963,77.2,13.7861111111111,358.7,95.0666666666667
2017-09-03 13:49:00,29.6909333333333,2.63333333333333,6.01333333333333,16.057962962963,92.8730963155362,14.0340740740741,407.866666666667,95.8333333333333
2017-09-03 14:19:00,29.6653333333333,2.82,6.00333333333333,16.1292592592593,95.2172007403805,14.2575925925926,280.366666666667,95.1333333333333
2017-09-03 14:49:00,29.6712333333333,1.69,5.63,16.177037037037,140.113591741273,14.4651851851852,214.533333333333,94.2666666666667
2017-09-03 15:19:00,29.6781333333333,NA,2.82,16.225,NA,14.3612962962963,81.2,95.7666666666667
2017-09-03 15:49:00,29.6732333333333,NA,3.75333333333333,16.2724074074074,NA,15.4612962962963,472.033333333333,94.0666666666667
2017-09-03 16:19:00,29.6742,NA,3.38,16.327962962963,NA,15.707962962963,195.366666666667,93.4
2017-09-03 16:49:00,29.6771333333333,NA,2.26,16.3761111111111,NA,15.4694444444444,132.866666666667,94.0666666666667
2017-09-03 17:19:00,29.6762,NA,2.62666666666667,16.4309259259259,NA,15.4612962962963,61.2,94.9
2017-09-03 17:49:00,29.6791333333333,NA,2.25,16.4790740740741,NA,15.062962962963,7.86666666666667,96.5666666666667
2017-09-03 18:19:00,29.6771666666667,NA,1.87333333333333,16.5187037037037,NA,15.1664814814815,1.2,96.0333333333333
2017-09-03 18:49:00,29.6771666666667,NA,2.26,16.5418518518519,NA,14.2175925925926,1.2,98.2333333333333
2017-09-03 19:19:00,29.687,NA,1.69,16.5577777777778,NA,14.1061111111111,1.2,99.2666666666667
2017-09-03 19:49:00,29.6850333333333,NA,2.26,16.5822222222222,NA,13.7298148148148,1.2,99.3333333333333
2017-09-03 20:19:00,29.6958666666667,NA,2.25333333333333,16.5822222222222,NA,13.5777777777778,1.2,99.4333333333333
2017-09-03 20:49:00,29.6938666666667,1.12,4.88,16.5659259259259,110.9,13.6259259259259,1.2,99.8666666666667
2017-09-03 21:19:00,29.6928666666667,NA,2.26,16.5577777777778,NA,13.3372222222222,1.2,99.6333333333333
2017-09-03 21:49:00,29.6909,NA,1.69,16.5338888888889,NA,12.4207407407407,1.2,99.8666666666667
2017-09-03 22:19:00,29.6889666666667,NA,3,16.5031481481481,NA,13.0640740740741,1.2,99.6333333333333
2017-09-03 22:49:00,29.6929,NA,3.75333333333333,16.4709259259259,NA,13.777962962963,1.2,98.5666666666667
2017-09-03 23:19:00,29.6929,NA,2.25333333333333,16.4309259259259,NA,13.2166666666667,1.2,98.7333333333333
2017-09-03 23:49:00,29.6958333333333,NA,1.88,16.3840740740741,NA,12.13,1.2,99.3333333333333
2017-09-04 00:19:00,29.6968333333333,NA,1.12,16.3359259259259,NA,11.8146296296296,1.2,99.9666666666667
2017-09-04 00:49:00,29.7007333333333,NA,1.12,16.2881481481481,NA,10.7672222222222,1.2,100
2017-09-04 01:19:00,29.6988,NA,2.25333333333333,16.225,NA,11.32,1.2,100
2017-09-04 01:49:00,29.7027333333333,NA,1.69,16.152962962963,NA,10.7281481481481,1.2,100
2017-09-04 02:19:00,29.7057,NA,1.12,16.082037037037,NA,11.1505555555556,1.2,100
2017-09-04 02:49:00,29.7086333333333,NA,3.38,16.017962962963,NA,12.5174074074074,1.2,100
2017-09-04 03:19:00,29.7076333333333,NA,2.26,15.9625925925926,NA,12.5253703703704,1.2,99.6
2017-09-04 03:49:00,29.7185,NA,1.69,15.907037037037,NA,12.2677777777778,1.2,99.8666666666667
2017-09-04 04:19:00,29.7264,NA,1.88,15.8590740740741,NA,11.5568518518519,1.2,99.8333333333333
2017-09-04 04:49:00,29.7382,NA,2.82,15.8112962962963,NA,11.167037037037,2.03333333333333,100
2017-09-04 05:19:00,29.7372,NA,1.12,15.7559259259259,NA,10.8011111111111,37.8666666666667,100
2017-09-04 05:49:00,29.7440666666667,NA,2.25333333333333,15.707962962963,NA,11.1016666666667,172.033333333333,99.7
2017-09-04 06:19:00,29.748,NA,2.63333333333333,15.6681481481481,NA,13.2481481481481,356.2,98.4666666666667
2017-09-04 06:49:00,29.749,1.12,4.50666666666667,15.6288888888889,195.1,16.1211111111111,515.366666666667,93.5666666666667
2017-09-04 07:19:00,29.7529,1.12,6.01333333333333,15.6366666666667,194.251356546671,17.652962962963,807.866666666667,88.6333333333333
2017-09-04 07:49:00,29.7549,2.63333333333333,7.13666666666667,15.6601851851852,201.402032758844,18.1840740740741,808.7,85.5333333333333
2017-09-04 08:19:00,29.7559,3.00666666666667,7.87,15.7238888888889,211.297695278188,19.5555555555556,1139.53333333333,81.0666666666667
2017-09-04 08:49:00,29.7519333333333,3.00666666666667,7.5,15.8274074074074,209.019276494829,20.905,1322.03333333333,77.9
2017-09-04 09:19:00,29.7460333333333,3.00666666666667,8.25,15.9387037037037,209.005062714697,21.5725925925926,1412.86666666667,75.3666666666667
2017-09-04 09:49:00,29.7421,3.38,9.75666666666667,16.0896296296296,211.062087504379,22.2416666666667,1497.86666666667,73.2333333333333
2017-09-04 10:19:00,29.7372,4.50666666666667,9.75666666666667,16.2724074074074,204.289161000625,23.0164814814815,1615.36666666667,71.3666666666667
2017-09-04 10:49:00,29.7194666666667,4.5,12.7566666666667,16.4785185185185,193.726443234933,23.4162962962963,1665.36666666667,66.8
2017-09-04 11:19:00,29.7076333333333,5.25333333333333,12.0033333333333,16.7012962962963,196.171249709309,24.1944444444444,1694.53333333333,65.3666666666667
2017-09-04 11:49:00,29.6958333333333,4.88,12.7633333333333,16.9392592592593,198.679356811036,24.855,1701.2,61.5333333333333
2017-09-04 12:19:00,29.686,4.88,12.7633333333333,17.1533333333333,202.526469840374,25.452962962963,1669.53333333333,59.2333333333333
2017-09-04 12:49:00,29.6732333333333,5.64,14.2633333333333,17.3675925925926,198.865318943125,25.5985185185185,1630.36666666667,58.4
2017-09-04 13:19:00,29.6594,6.76,15.39,17.5816666666667,187.633436563137,25.955,1544.53333333333,57.4666666666667
2017-09-04 13:49:00,29.6495666666667,6.75666666666667,17.6366666666667,17.7796296296296,188.030001956719,26.3855555555556,1433.7,57.3666666666667
2017-09-04 14:19:00,29.6436666666667,6.75666666666667,15.0166666666667,17.9462962962963,200.457664186001,26.3859259259259,1299.53333333333,56.4
2017-09-04 14:49:00,29.6338333333333,7.87,17.27,18.1048148148148,195.600362126236,26.4507407407407,1154.53333333333,57.5
2017-09-04 15:19:00,29.6190666666667,6.38666666666667,15.77,18.2394444444444,198.987816515148,26.4264814814815,968.7,56.8666666666667
2017-09-04 15:49:00,29.6200666666667,6.38666666666667,16.51,18.3583333333333,203.106150490197,26.1012962962963,755.366666666667,57.2333333333333
2017-09-04 16:19:00,29.6279333333333,5.63333333333333,15.7633333333333,18.4533333333333,207.147184153006,25.5253703703704,522.866666666667,57.4
2017-09-04 16:49:00,29.6309,4.88,12.01,18.5487037037037,203.388160142896,24.8957407407407,327.033333333333,58.9666666666667
2017-09-04 17:19:00,29.6210666666667,4.50666666666667,13.1366666666667,18.6038888888889,193.961728228416,23.7133333333333,128.7,61.2
2017-09-04 17:49:00,29.6151333333333,4.5,11.6366666666667,18.6440740740741,202.166720820883,22.9683333333333,33.7,60.8666666666667
2017-09-04 18:19:00,29.6220333333333,3.38,10.5066666666667,18.6522222222222,197.15454797078,22.2816666666667,2.03333333333333,63.0333333333333
2017-09-04 18:49:00,29.6259666666667,3.38,9.01,18.6522222222222,188.099721251784,21.6683333333333,1.2,64.7333333333333
2017-09-04 19:19:00,29.6230333333333,4.50666666666667,13.5166666666667,18.6440740740741,188.21241381179,22.1144444444444,1.2,63.1333333333333
2017-09-04 19:49:00,29.6121666666667,5.64,13.1366666666667,18.6118518518518,184.366005699869,22.1940740740741,1.2,62.8666666666667
2017-09-04 20:19:00,29.6111666666667,5.25333333333333,14.6366666666667,18.587962962963,183.493682691475,21.9707407407407,1.2,65.1
2017-09-04 20:49:00,29.6062666666667,4.88,13.5033333333333,18.5572222222222,194.239336689623,21.7796296296296,1.2,66.1666666666667
2017-09-04 21:19:00,29.6033,4.50666666666667,11.6366666666667,18.5248148148148,198.931869908278,21.3575925925926,1.2,67.9
2017-09-04 21:49:00,29.6092,3.75333333333333,13.5033333333333,18.492962962963,201.189648617774,20.6981481481481,1.2,70.2666666666667
2017-09-04 22:19:00,29.6112,2.63333333333333,10.13,18.4690740740741,194.929541490648,20.325,1.2,71.7
2017-09-04 22:49:00,29.6151333333333,3.38,10.5033333333333,18.4298148148148,183.904037419998,19.9281481481481,1.2,72.9666666666667
2017-09-04 23:19:00,29.625,3,9.38,18.397962962963,183.9,20.1183333333333,1.2,72.8
2017-09-04 23:49:00,29.6151,5.63333333333333,14.6366666666667,18.3583333333333,182.687050634642,20.1583333333333,1.2,73
2017-09-05 00:19:00,29.6023,7.5,14.2566666666667,18.3348148148148,176.759045937351,20.3094444444444,1.2,72.9
2017-09-05 00:49:00,29.5935,3.75333333333333,11.2566666666667,18.3109259259259,191.91072877391,20.2375925925926,1.2,73.9666666666667
2017-09-05 01:19:00,29.5954333333333,4.13333333333333,11.2566666666667,18.2790740740741,196.015717899211,19.7540740740741,1.2,76.9666666666667
2017-09-05 01:49:00,29.5934666666667,3.00666666666667,10.5033333333333,18.2631481481482,194.424842167002,18.715,1.2,83.4333333333333
2017-09-05 02:19:00,29.5905333333333,3.75333333333333,8.25,18.2394444444444,188.519634341832,18.8103703703704,1.2,83.2333333333333
2017-09-05 02:49:00,29.5856,5.26,12.7633333333333,18.207962962963,184.996328410195,18.8340740740741,1.2,83.6333333333333
2017-09-05 03:19:00,29.5895333333333,4.5,10.13,18.192037037037,191.366749238181,18.8892592592593,1.2,83.3
2017-09-05 03:49:00,29.5944666666667,3.75333333333333,9.38333333333333,18.1681481481481,186.000783836128,18.7466666666667,1.2,84.1666666666667
2017-09-05 04:19:00,29.5885333333333,2.63333333333333,10.13,18.1444444444444,189.900186985841,18.7701851851852,1.2,84.6333333333333
2017-09-05 04:49:00,29.5885666666667,3.00666666666667,9.38333333333333,18.1288888888889,186.873850538616,18.5246296296296,1.2,86
2017-09-05 05:19:00,29.5974,3.75333333333333,11.63,18.105,194.851370834375,18.6677777777778,17.0333333333333,86.3
2017-09-05 05:49:00,29.6023,2.25333333333333,9.75666666666667,18.0890740740741,197.481822201442,18.8968518518519,65.3666666666667,86.3333333333333
2017-09-05 06:19:00,29.5846,4.13333333333333,13.1366666666667,18.0731481481481,189.244810374251,19.2062962962963,127.033333333333,86.6333333333333
2017-09-05 06:49:00,29.5964333333333,3.38,10.13,18.0572222222222,199.674739633163,19.8246296296296,302.033333333333,85.4666666666667
2017-09-05 07:19:00,29.5993666666667,3.38,8.63,18.0731481481481,205.465724744455,20.7853703703704,587.866666666667,83.5
2017-09-05 07:49:00,29.6033,4.12666666666667,10.5033333333333,18.0890740740741,202.329442259668,21.2062962962963,509.533333333333,82.6666666666667
2017-09-05 08:19:00,29.6043,3.38,12.3833333333333,18.1287037037037,199.046191678968,21.707962962963,660.366666666667,82.4
2017-09-05 08:49:00,29.6043,3.38,10.13,18.1840740740741,196.066279241374,22.592962962963,786.2,79.6
2017-09-05 09:19:00,29.5964333333333,3.00666666666667,10.5033333333333,18.2633333333333,200.802268464326,23.9057407407407,942.866666666667,76.4333333333333
2017-09-05 09:49:00,29.5895333333333,3.38,10.51,18.3583333333333,200.799721251784,24.6053703703704,1170.36666666667,74.6
2017-09-05 10:19:00,29.5777333333333,4.50666666666667,13.13,18.4772222222222,195.358867359213,24.847037037037,1019.53333333333,73.8666666666667
2017-09-05 10:49:00,29.5728333333333,4.12666666666667,13.89,18.6275925925926,208.553906268747,25.6872222222222,1276.2,72
2017-09-05 11:19:00,29.5629333333333,4.88,12.7566666666667,18.7705555555556,200.974810588779,26.1753703703704,1073.7,72.2333333333333
2017-09-05 11:49:00,29.5550666666667,4.50666666666667,10.8833333333333,18.9294444444444,194.804394925456,25.7603703703704,932.033333333333,73.5333333333333
2017-09-05 12:19:00,29.5462333333333,5.63333333333333,11.63,19.0798148148148,189.773243191597,26.4674074074074,1002.86666666667,72.3666666666667
2017-09-05 12:49:00,29.5383666666667,4.12666666666667,11.63,19.2303703703704,204.472209156129,27.3661111111111,1200.36666666667,69.6333333333333
2017-09-05 13:19:00,29.5373666666667,4.5,12.3766666666667,19.3651851851852,212.463769745145,27.062962962963,902.033333333333,67.9
2017-09-05 13:49:00,29.5363666666667,3.38,9.75666666666667,19.5155555555556,215.267958196156,27.3087037037037,820.366666666667,66.5666666666667
2017-09-05 14:19:00,29.5265333333333,2.63333333333333,9.37666666666667,19.6505555555556,216.597136175393,27.0066666666667,782.033333333333,68.4333333333333
2017-09-05 14:49:00,29.5137333333333,3.38,9.00333333333333,19.7853703703704,213.865075026688,27.6364814814815,739.533333333333,67.5333333333333
2017-09-05 15:19:00,29.5039,3.75333333333333,10.8833333333333,19.9044444444444,208.074510497059,27.4396296296296,529.533333333333,66.1666666666667
2017-09-05 15:49:00,29.5068666666667,3.38,9.37666666666667,20.0153703703704,200.778679868521,26.8585185185185,417.033333333333,65.3
2017-09-05 16:19:00,29.5314666666667,4.5,10.8766666666667,20.1025925925926,188.566656346768,25.8818518518518,189.533333333333,67.8
2017-09-05 16:49:00,29.5373666666667,3.75333333333333,9.37666666666667,20.1659259259259,193.140504044804,25.4201851851852,112.866666666667,68.9333333333333
2017-09-05 17:19:00,29.5511333333333,2.25333333333333,6.75666666666667,20.1977777777778,203.028213390074,24.9112962962963,35.3666666666667,70.7666666666667
2017-09-05 17:49:00,29.5718333333333,1.5,7.51,20.2140740740741,211.317196566951,24.5325925925926,4.53333333333333,67.9333333333333
2017-09-05 18:19:00,29.5866,1.12,6.00333333333333,20.2222222222222,216.2,23.3690740740741,1.2,69
2017-09-05 18:49:00,29.6062666666667,1.5,4.88,20.1898148148148,185.628203556013,21.3424074074074,1.2,80.2333333333333
2017-09-05 19:19:00,29.6220333333333,1.12,4.88,20.1659259259259,197.25,21.135,1.2,83.0333333333333
2017-09-05 19:49:00,29.6289333333333,NA,3.38,20.1340740740741,NA,20.3646296296296,1.2,88.3666666666667
2017-09-05 20:19:00,29.6279333333333,NA,3.94,20.0868518518519,NA,19.7216666666667,1.2,91.8333333333333
2017-09-05 20:49:00,29.6348333333333,1.69,4.13333333333333,20.047037037037,28.3557154262709,19.4125925925926,1.2,94.9333333333333
2017-09-05 21:19:00,29.6486,1.12,4.13333333333333,20.0074074074074,26.7,19.2305555555556,1.2,94.5666666666667
2017-09-05 21:49:00,29.6545,1.5,4.88,19.967962962963,18.9039494730641,18.6357407407407,1.2,93.7333333333333
2017-09-05 22:19:00,29.6554666666667,1.12,4.12666666666667,19.912037037037,51.9,18.2711111111111,1.2,94.6333333333333
