file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7500,,,,RSSI_LI-7500,variances,,,,,,covariances,,,custom_variables,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--,--,--,--,--,--
2018-08-13T120000_smart3-00154.ghg,2018-08-13,12:30,225.5207,1,18000,18000,-0.116493,0,31.7730,0,109.138,0,-13.2854,0,2.47718,0,-9999,-9999,-9999,-9999,-0.270977E-11,-0.154776E-12,16.7959,409.225,419.019,0.00000,0,959.343,23.3740,23.9334,0.00000,0,299.337,296.451,101159.,1.17829,1018.58,0.243646E-01,0.160521,0.172874E-01,2365.12,2852.52,0.146715E-01,82.9134,487.399,293.347,-1.58440,0.833793,-0.797308E-01,1.79217,-0.607105E-14,-0.161336E-15,1.79217,4.75076,17.0639,152.244,-2.54983,-9999,0.314430,0.596452,-86.2644,-0.182219E-01,0.291127,-0.841946E-01,0,15.3596,-2.33087,5.27244,13.1291,20.0227,28.0822,42.0722,-0.114668,1.01592,36.7025,1.03450,89.8494,1.14427,-13.8072,1.14427,2.03938,1.14427,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,2,6,1,4,5,4,0,0,0,0,87,0.501467,0.543669,0.147768,0.528882E-01,0.224636E-01,206.566,0.305806E-01,-0.138072E-01,2.03938,12.4100,409.225,23.3741,20.1210,90.2717
2018-08-13T123000_smart3-00154.ghg,2018-08-13,13:00,225.5415,1,18000,18000,-0.749619E-01,0,26.0263,0,89.4265,0,-13.1849,0,2.02986,0,0.858711E-01,0.212068,-0.186646,0.481364E-02,0.213049E-09,0.122800E-10,16.6848,406.666,416.427,0.00000,0,961.703,23.4400,24.0026,0.00000,0,299.392,296.491,101136.,1.17784,1018.62,0.243734E-01,0.131535,0.173299E-01,2371.26,2859.46,0.147133E-01,82.9269,488.199,293.389,-1.32716,0.453219,-0.368128E-01,1.40290,0.457643E-13,0.127690E-13,1.40290,4.09713,8.14840,161.145,-1.50365,-9999,0.252277,0.422355,-54.3846,-0.289034E-01,0.291036,-0.859877E-01,0,15.5764,-2.36378,5.34687,13.3145,20.3054,28.4786,42.6662,-0.738518E-01,1.01503,30.1802,1.03109,74.0727,1.13713,-13.3945,1.13713,1.68135,1.13713,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,6,1,0,2,3,0,0,0,0,87,0.344148,0.408714,0.918476E-01,0.622205E-01,0.339501E-01,270.562,0.251550E-01,-0.133945E-01,1.68135,12.4100,406.664,23.4401,20.1624,90.1421
2018-08-13T130000_smart3-00154.ghg,2018-08-13,13:30,225.5624,1,18000,18000,-0.496911E-01,0,15.5506,0,77.4704,0,-10.2701,0,1.75900,0,0.660245,1.50293,-0.201627,0.341247E-01,-0.966677E-11,-0.572217E-12,16.5500,403.898,413.791,0.00000,0,979.664,23.9084,24.4941,0.00000,0,299.697,296.801,101112.,1.17611,1018.90,0.244047E-01,0.113983,0.176535E-01,2418.07,2913.38,0.150101E-01,82.9989,495.306,293.705,-1.06477,0.438800,-0.426257E-01,1.15243,-0.725077E-14,-0.584096E-15,1.15243,3.36647,11.8799,157.603,-2.11971,-9999,0.205549,0.267148,-49.2284,-0.319308E-01,0.200730,-0.631324E-01,0,14.4791,-2.19726,4.97021,12.3765,18.8750,26.4724,39.6605,-0.489634E-01,1.01486,19.4025,1.02928,65.0625,1.13324,-10.3282,1.13324,1.47727,1.13324,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,13,0,8,12,4,0,0,0,0,87,0.243468,0.217637,0.731905E-01,0.349335E-01,0.260876E-01,208.799,0.161911E-01,-0.103282E-01,1.47727,12.4194,403.898,23.9083,20.4793,90.2757
2018-08-13T133000_smart3-00154.ghg,2018-08-13,14:00,225.5832,1,18000,18000,-0.454718E-01,0,22.2081,0,100.136,0,-16.3366,0,2.27468,0,1.01869,1.03783,-0.903135,0.235754E-01,-0.292690E-10,-0.181178E-11,16.0090,391.475,401.197,0.00000,0,990.973,24.2327,24.8345,0.00000,0,300.213,297.280,101073.,1.17362,1019.09,0.244535E-01,0.147399,0.178573E-01,2449.93,2998.47,0.152155E-01,81.7060,548.541,293.918,-1.16954,0.275145,-0.223640E-01,1.20168,0.175039E-13,-0.182829E-14,1.20168,3.79678,3.86229,166.761,-1.06637,-9999,0.196837,0.308766,-30.2649,-0.519380E-01,0.221780,-0.943325E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.448060E-01,1.01486,27.1301,1.02960,83.7642,1.13394,-16.0742,1.13394,1.90279,1.13394,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,8,11,1,6,7,12,0,0,0,0,87,0.256374,0.281450,0.797086E-01,0.713757E-01,0.431570E-01,490.260,0.226834E-01,-0.160742E-01,1.90279,12.4443,391.474,24.2328,20.6898,90.1602
2018-08-13T140000_smart3-00154.ghg,2018-08-13,14:30,225.6040,1,18000,18000,-0.329072E-01,0,2.95328,0,50.5026,1,-16.6025,1,1.14623,1,-1.89542,3.22586,0.256815,0.732153E-01,0.194271E-09,0.124124E-10,16.1936,394.999,405.226,0.00000,0,1034.65,25.2373,25.8907,0.00000,0,299.899,296.391,101024.,1.17612,1019.65,0.243922E-01,0.742755E-01,0.186443E-01,2550.25,2842.25,0.158524E-01,89.7267,291.993,294.571,-0.691825,0.432854,-0.382556E-01,0.816975,0.500414E-13,0.119968E-13,0.816975,3.24191,24.7436,147.967,-2.68391,-9999,0.167271,0.216855,-139.639,-0.112569E-01,0.584779E-01,-0.147225E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.324023E-01,1.01558,5.67799,1.02771,43.2465,1.12955,-15.2184,1.12955,0.981540,1.12955,800000099,800000099,800000099,800000099,800000099,801010099,899999999,899999999,89999,89999,89,89,3,9,0,22,10,9,0,0,0,0,83,0.198911,0.190107,0.446918E-01,0.209247E-01,0.558775E-01,862.087,0.473466E-02,-0.152184E-01,0.981540,12.5100,394.999,25.2374,21.3409,84.7718
2018-08-13T143000_smart3-00154.ghg,2018-08-13,15:00,225.6249,1,18000,18000,-0.337645E-01,0,-8.09614,2,97.3141,0,-11.1922,1,2.20880,0,0.117526,5.51223,-0.625248,0.125114,-0.227781E-10,-0.158888E-11,15.8367,386.417,397.121,0.100000,0,1104.69,26.9545,27.7012,0.100000,0,300.008,296.446,101010.,1.17497,1020.65,0.244001E-01,0.143130,0.199065E-01,2723.40,2851.72,0.169421E-01,95.5003,128.319,295.648,-0.268024,0.719046,-0.598761E-01,0.769707,0.254656E-14,-0.143831E-14,0.769707,2.93725,61.4785,110.443,-4.46159,-9999,0.169518,0.206772,53.0299,0.296418E-01,-0.831960E-01,0.398252E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.332959E-01,1.01407,-2.57122,1.02848,83.3375,1.14953,-10.1653,1.14953,1.89156,1.14953,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,7,14,1,5,25,7,0,0,0,0,40,0.180432,0.184457,0.486549E-01,0.131275,0.164851,1417.79,-0.214406E-02,-0.101653E-01,1.89156,12.4135,386.424,26.9548,22.4144,40.2475
2018-08-13T150000_smart3-00154.ghg,2018-08-13,15:30,225.6457,1,18000,18000,-0.355906E-01,0,2.81409,0,66.0228,0,-6.37408,0,1.49830,0,-0.386718,3.58764,0.399957E-01,0.814166E-01,-0.920365E-11,-0.667660E-12,15.8630,386.966,398.143,0.100000,0,1150.75,28.0717,28.8824,0.00000,0,299.591,296.265,100973.,1.17475,1021.29,0.243942E-01,0.970897E-01,0.207365E-01,2835.23,2820.66,0.176518E-01,100.000,0.00000,296.312,-0.981798,0.466767,-0.240365E-01,1.08737,0.818207E-14,-0.580195E-15,1.08737,3.13208,15.9264,154.573,-1.26663,-9999,0.174058,0.163622,-165.146,-0.951826E-02,0.426230E-01,-0.134756E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.350683E-01,1.01490,6.38614,1.02888,56.3139,1.13236,-6.25204,1.13236,1.27797,1.13236,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,5,5,0,10,12,1,0,0,0,0,20,0.156833,0.125379,0.450318E-01,0.157194E-01,0.179154E-01,817.931,0.532282E-02,-0.625204E-02,1.27797,12.3500,386.966,28.0720,23.0820,19.8906
2018-08-13T153000_smart3-00154.ghg,2018-08-13,16:00,225.6665,1,18000,18000,-0.495947E-01,0,-3.98257,1,78.4642,0,-4.11084,0,1.78023,0,-0.505156,-4.14571,0.324372,-0.940597E-01,0.162799E-10,0.111392E-11,16.0549,391.414,402.186,0.100000,0,1098.53,26.7818,27.5188,0.00000,0,299.669,296.028,100952.,1.17603,1020.54,0.243797E-01,0.115359,0.197955E-01,2704.40,2780.54,0.168324E-01,97.2616,76.1434,295.533,-0.981257,0.711888,-0.367180E-01,1.21285,-0.177590E-13,0.101401E-14,1.21285,3.40844,26.5228,144.040,-1.73485,-9999,0.205356,0.208668,191.564,0.820561E-02,-0.507565E-01,0.161587E-01,0,15.5498,-2.35975,5.33775,13.2918,20.2708,28.4300,42.5934,-0.488684E-01,1.01486,0.460340,1.02968,67.8110,1.13411,-4.08057,1.13411,1.53853,1.13411,800000099,800000099,800000099,800000199,800000099,800000199,899999999,899999999,89999,89999,89,89,4,2,0,16,15,7,0,0,0,0,51,0.237125,0.119092,0.611199E-01,0.687537E-02,0.341798E-01,2188.17,0.383557E-03,-0.408057E-02,1.53853,12.2283,391.414,26.7823,22.2946,52.9700
2018-08-13T160000_smart3-00154.ghg,2018-08-13,16:30,225.6873,1,18000,18000,-0.515692E-01,0,-1.22206,2,54.1609,0,-12.4190,1,1.22869,0,-0.248554,-2.60160,1.11130,-0.590194E-01,0.441018E-10,0.281672E-11,16.6805,406.654,417.497,0.100000,0,1065.36,25.9724,26.6650,0.100000,0,299.688,295.912,100915.,1.17643,1020.07,0.243791E-01,0.796189E-01,0.191978E-01,2621.71,2760.98,0.163187E-01,94.9557,139.273,295.023,-0.858126,0.803726,-0.693976E-01,1.17776,0.451306E-14,0.264392E-14,1.17776,3.10230,33.7026,136.848,-3.37801,-9999,0.209369,0.233218,661.334,0.237686E-02,-0.225634E-01,0.486388E-02,0,14.9973,-2.27590,5.14809,12.8195,19.5505,27.4199,41.0799,-0.508142E-01,1.01486,1.80302,1.02944,46.6793,1.13360,-11.3456,1.13360,1.05896,1.13360,800000099,800000099,800000099,811110099,800010099,811010099,899999999,899999999,89999,89999,89,89,7,5,1,15,23,11,0,0,0,0,75,0.238086,0.158804,0.695461E-01,0.612507E-01,0.957945E-01,245.466,0.150247E-02,-0.113456E-01,1.05896,12.2173,406.652,25.9724,21.7967,74.3190
