file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7500,,,,RSSI_LI-7500,variances,,,,,,covariances,,,custom_variables,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--,--,--,--,--,--
2020-01-01T000000_smart3-00152.ghg,2020-01-01,00:30,1.0208,0,18000,18000,-0.375002E-01,1,-16.3714,1,23.5281,1,0.601286,1,0.522955,1,-9999,-9999,-9999,-9999,0.126649E-09,0.145214E-11,18.1244,415.215,417.201,0.00000,0,207.813,4.76082,4.78359,0.00000,0,276.648,274.596,99654.3,1.26205,1007.74,0.229092E-01,0.338875E-01,0.374479E-02,474.563,676.519,0.296723E-02,70.1478,201.956,269.720,1.05018,0.122995,-0.413294E-01,1.05817,-0.159066E-12,0.698774E-14,1.05817,3.59147,184.870,6.67992,-2.23840,-9999,0.172377,0.583012,27.1925,0.531765E-01,-0.695823,0.746759E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.368379E-01,1.01798,-14.6768,1.03891,19.3790,1.23094,1.00227,1.23094,0.430734,1.23094,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,0,1,2,3,0,5,0,0,0,0,87,0.666823,0.465707,0.334941E-01,0.190445,0.484944E-02,156.982,-0.115400E-01,0.100227E-02,0.430734,12.5005,415.214,4.76062,-3.51337,80.2126
2020-01-01T003000_smart3-00152.ghg,2020-01-01,01:00,1.0416,0,18000,18000,0.334788E-01,1,-8.21665,1,9.09476,1,0.882782,1,0.202150,1,0.137244E-01,0.602807E-01,0.103044,0.133987E-02,0.260861E-09,0.299359E-11,18.2410,417.904,419.918,-0.100000,0,209.331,4.79579,4.81890,-0.100000,0,276.214,274.609,99654.5,1.26198,1007.76,0.229101E-01,0.130993E-01,0.377214E-02,478.050,677.116,0.298906E-02,70.6009,199.066,269.818,0.874340E-01,-0.139768,-0.270974E-01,0.167075,0.334103E-13,0.143008E-13,0.167075,1.81114,253.306,302.029,-9.33388,-9999,0.162877,0.221031,45.7071,0.316362E-01,-0.903449,0.396667E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.327131E-01,1.02341,-7.51615,1.03488,7.65029,1.21207,1.01268,1.21207,0.170044,1.21207,800000099,800000099,800000099,800000099,800000099,800100199,899999999,899999999,89999,89999,89,89,0,0,6,1,1,3,0,0,0,0,87,0.270860,0.156654,0.145482E-01,0.194127,0.912480E-02,129.070,-0.590998E-02,0.101268E-02,0.170044,12.4900,417.904,4.79572,-3.41153,80.2258
2020-01-01T010000_smart3-00152.ghg,2020-01-01,01:30,1.0624,0,18000,18000,-0.468037E-01,2,-25.8210,0,27.1323,0,0.202556,2,0.603394,0,0.623761,-1.34389,-0.194228,-0.298867E-01,0.133644E-09,0.129955E-11,17.9863,412.825,414.489,0.00000,0,174.899,4.01431,4.03049,0.00000,0,277.345,275.169,99674.7,1.26004,1007.34,0.229522E-01,0.390999E-01,0.315168E-02,400.232,704.817,0.250125E-02,56.7853,304.584,267.463,-2.26165,-1.27669,0.942299E-01,2.59882,0.154701E-12,0.743028E-14,2.59882,7.39131,325.005,209.444,2.07793,-9999,0.192729,1.32651,24.0981,0.600047E-01,-0.951670,0.105551,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.455517E-01,1.02749,-23.1209,1.06179,21.4893,1.28459,0.998857,1.28459,0.477898,1.28459,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,4,23,8,0,0,0,0,0,0,0,87,1.68072,0.907410,0.648789E-01,0.442572,0.225253E-01,376.297,-0.182155E-01,0.998857E-03,0.477898,12.4900,412.822,4.01389,-5.81487,80.2841
2020-01-01T013000_smart3-00152.ghg,2020-01-01,02:00,1.0833,0,18000,18000,-0.146634E-01,2,-18.6891,0,22.2174,0,0.686450,0,0.494166,0,0.177007,-0.331776,-0.488455E-01,-0.737946E-02,0.127629E-09,0.118505E-11,17.9229,411.548,413.126,0.00000,0,166.416,3.82127,3.83592,0.00000,0,277.487,275.327,99689.3,1.25959,1007.24,0.229621E-01,0.320220E-01,0.299882E-02,381.042,712.861,0.238080E-02,53.4524,331.820,266.820,-1.52497,-1.04226,0.575009E-01,1.84801,-0.724478E-13,0.712098E-14,1.84801,5.81847,326.379,214.351,1.78305,-9999,0.107895,0.442029,5.84206,0.247515,-0.841192,0.136529,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.141342E-01,1.03744,-16.4113,1.07983,16.0339,1.40532,1.02608,1.40532,0.356631,1.40532,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,3,8,5,0,0,0,0,0,0,0,87,0.606024,0.249352,0.286816E-01,0.962742E-01,0.108313E-02,83.2898,-0.129354E-01,0.102608E-02,0.356631,12.4868,411.548,3.82124,-6.40768,80.3104
2020-01-01T020000_smart3-00152.ghg,2020-01-01,02:30,1.1041,0,18000,18000,-0.152745E-01,1,-9.67064,1,10.1535,1,0.324549,1,0.225833,1,-0.208461E-01,-0.721548E-01,0.132493E-01,-0.160486E-02,0.373761E-10,0.342942E-12,17.9464,411.894,413.457,0.00000,0,164.666,3.77930,3.79364,0.00000,0,277.419,275.309,99728.9,1.26019,1007.22,0.229514E-01,0.146340E-01,0.296727E-02,377.007,711.910,0.235462E-02,52.9571,334.903,266.681,-0.965068,-0.912530,0.282988E-01,1.32848,-0.251716E-13,0.208266E-14,1.32848,5.03678,315.981,223.397,1.22058,-9999,0.110094,0.214260,11.9979,0.120521,-0.952443,0.692036E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.149181E-01,1.02389,-8.74799,1.05182,7.99581,1.29068,0.564170,1.29068,0.177842,1.29068,800000099,800000099,800000099,800000099,810100099,810100099,899999999,899999999,89999,89999,89,89,12,3,11,4,3,5,0,0,0,0,87,0.213203,0.200226,0.150918E-01,0.756648E-01,0.110251E-02,54.3205,-0.689202E-02,0.564170E-03,0.177842,12.4800,411.894,3.77928,-6.54065,80.3189
2020-01-01T023000_smart3-00152.ghg,2020-01-01,03:00,1.1249,0,18000,18000,0.714793E-02,2,-1.84594,1,-0.566221E-01,2,-0.622150,0,-0.125886E-02,2,-0.486510,0.618330,0.877874E-01,0.137471E-01,-0.568543E-10,-0.568032E-12,18.0772,414.186,415.907,0.00000,1,180.609,4.13814,4.15533,0.00000,1,276.447,274.873,99741.9,1.26219,1007.41,0.229121E-01,-0.815741E-04,0.325458E-02,412.856,690.065,0.257853E-02,59.8286,277.209,267.871,0.345170,0.208483,-0.850351E-02,0.403336,-0.427694E-13,-0.314509E-14,0.403336,1.75589,140.033,31.1320,-1.20805,-9999,0.752538E-01,0.187033,20.0769,0.720230E-01,32.6010,0.192912E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.701280E-02,1.01927,-1.78236,1.03739,-0.108638E-01,1.24109,-0.423945,1.24109,-0.241531E-03,1.24109,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,0,2,4,0,0,0,0,0,0,0,87,0.264379,0.100829,0.885789E-02,0.288051,0.819431E-02,146.003,-0.140174E-02,-0.423945E-03,-0.241531E-03,12.4540,414.184,4.13796,-5.36560,80.3123
2020-01-01T030000_smart3-00152.ghg,2020-01-01,03:30,1.1458,0,18000,18000,-0.283063E-02,1,4.09548,2,-4.03868,2,-0.541864,2,-0.897760E-01,2,-0.191369,-0.235826,0.601401E-02,-0.524220E-02,-0.189025E-10,-0.182546E-12,18.0962,414.342,416.007,0.00000,1,174.759,4.00139,4.01747,0.00000,1,276.529,274.702,99746.7,1.26310,1007.33,0.228967E-01,-0.581749E-02,0.314915E-02,399.233,681.642,0.249319E-02,58.5693,282.409,267.430,0.433020,-0.698113,-0.438487E-01,0.822673,0.448467E-13,-0.104456E-14,0.822673,1.62385,238.473,301.810,-3.05533,-9999,0.473395E-01,0.872165E-01,-2.25267,-0.641904,-1.01406,-0.679942E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.278602E-02,1.01601,3.78075,1.02974,-3.53639,1.16351,-0.615981,1.16351,-0.786107E-01,1.16351,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,0,3,5,0,0,0,0,0,0,0,87,0.440882E-01,0.125069,0.527533E-02,0.329316,0.955359E-02,218.613,0.297145E-02,-0.615981E-03,-0.786107E-01,12.4400,414.340,4.00116,-5.82147,80.3127
2020-01-01T033000_smart3-00152.ghg,2020-01-01,04:00,1.1666,0,18000,18000,-0.120498E-01,2,-11.7370,0,15.5834,0,0.625168,0,0.346357,0,-0.160870,-0.189344,-0.201100E-01,-0.420837E-02,0.287043E-10,0.269946E-12,18.0857,413.818,415.435,-0.100000,0,170.084,3.89170,3.90690,-0.100000,0,276.441,274.558,99762.9,1.26402,1007.27,0.228810E-01,0.224439E-01,0.306492E-02,388.351,674.637,0.242474E-02,57.5645,286.286,267.068,-0.115766,-1.51388,-0.795426E-03,1.51830,0.194056E-13,0.158713E-14,1.51830,4.62010,271.926,265.627,-0.300169E-01,-9999,0.976366E-01,0.440552,6.89691,0.209659,-0.753174,0.944161E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.116834E-01,1.03136,-10.3516,1.06720,11.5877,1.36176,0.799738,1.36176,0.257548,1.36176,800000099,800000099,800000099,800000099,800000099,810100099,899999999,899999999,89999,89999,89,89,5,3,2,0,0,0,0,0,0,0,87,0.676419,0.182496,0.221894E-01,0.252684,0.107855E-01,188.858,-0.813037E-02,0.799738E-03,0.257548,12.4302,413.817,3.89154,-6.18017,80.3226
2020-01-01T040000_smart3-00152.ghg,2020-01-01,04:30,1.1874,0,18000,18000,-0.168221E-01,1,-17.6474,0,21.0930,0,0.683317,0,0.468790,0,-0.578617E-01,-0.399692,-0.705313E-01,-0.888312E-02,-0.565395E-10,-0.502318E-12,18.0086,411.980,413.493,-0.100000,0,159.995,3.66018,3.67363,-0.100000,0,276.661,274.506,99762.0,1.26436,1007.14,0.228769E-01,0.303776E-01,0.288311E-02,365.245,672.133,0.228030E-02,54.3412,306.888,266.268,-0.321473,-1.90829,0.143432E-02,1.93518,-0.128103E-12,-0.313958E-14,1.93518,4.63714,277.475,260.438,0.424666E-01,-9999,0.115347,0.313252,7.56291,0.191196,-0.836648,0.120148,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.162696E-01,1.03396,-15.5729,1.07313,15.6375,1.36717,1.02352,1.36717,0.347542,1.36717,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,8,13,0,0,0,0,0,0,0,0,87,0.377229,0.216473,0.328018E-01,0.119700,0.149178E-02,47.0078,-0.122295E-01,0.102352E-02,0.347542,12.4173,411.980,3.66015,-6.95233,80.3389
