file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7500,,,,RSSI_LI-7500,variances,,,,,,covariances,,,custom_variables,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,chopper_LI-7500,detector_LI-7500,pll_LI-7500,sync_LI-7500,mean_value_RSSI_LI-7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#_flagged_recs],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--,--,--,--,--,--
2019-01-01T000000_smart3-00154.ghg,2019-01-01,00:30,1.0208,0,18000,18000,-0.215404E-01,0,-4.84481,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,278.396,276.079,100312.,1.26584,1005.20,0.228817E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.31470,-1.25172,0.911750E-01,1.81757,0.529137E-13,-0.224710E-14,1.81757,3.70303,223.480,316.406,2.87534,-9999,0.130448,0.207693,39.9818,0.419941E-01,-9999,0.291882E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.211567E-01,1.01814,-4.65708,1.04031,-9999,-9999,-9999,-9999,-9999,-9999,800000099,800001199,800000099,800001199,800001099,800001099,899999999,899999999,89999,89999,89,89,5,17,3,0,0,0,0,0,0,0,-9999,0.178377,0.206563,0.304449E-01,0.111155E-01,-9999,-9999,-0.366001E-02,-9999,-9999,12.3800,7491.62,94.0860,30.9904,0.159207E-01
2019-01-01T003000_smart3-00154.ghg,2019-01-01,01:00,1.0416,0,18000,18000,-0.372683E-01,0,-3.02292,1,-9999,-9999,-9999,-9999,-9999,-9999,0.102908,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,278.474,276.157,100165.,1.26362,1005.20,0.229219E-01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.62873,-1.00010,0.798470E-01,1.91294,-0.371915E-13,0.429944E-14,1.91294,4.17299,211.275,328.449,2.39225,-9999,0.171736,0.325704,146.059,0.114954E-01,-9999,0.138578E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.366756E-01,1.01616,-2.91660,1.03645,-9999,-9999,-9999,-9999,-9999,-9999,800000099,800001099,800000099,800001199,800001199,800001199,899999999,899999999,89999,89999,89,89,6,18,1,1,24,8,0,0,0,0,30,0.248748,0.366999,0.356617E-01,0.208638E-01,-9999,-9999,-0.229619E-02,-9999,-9999,12.3495,-4578.23,0.258597E+07,60.8634,29.0863
2019-01-01T010000_smart3-00154.ghg,2019-01-01,01:30,1.0624,0,18000,18000,-0.251104E-01,0,-3.80375,0,-12.9999,2,3.80046,1,-0.289366,2,-0.396440E-01,-9999,-9999,-9999,-0.182583E-09,-0.232151E-11,19.6419,450.973,453.574,0.300000,0,249.743,5.73406,5.76713,-0.300000,0,278.467,276.127,99988.5,1.25880,1008.30,0.229598E-01,-0.187509E-01,0.450037E-02,573.493,754.555,0.357513E-02,76.0042,181.061,272.281,1.56023,-1.20617,0.108538,1.97508,-0.495367E-14,-0.929561E-14,1.97508,3.82998,217.540,322.294,3.15021,-9999,0.141237,0.298643,64.5430,0.260137E-01,0.292599,0.212187E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.246674E-01,1.01796,-4.28787,1.04029,-10.8572,1.17926,3.51420,1.17926,-0.241673,1.17926,800000099,800000099,800000099,800001199,800001199,800001199,899999999,899999999,89999,89999,89,89,10,7,4,1,10,29,0,0,0,0,55,0.222350,0.340571,0.343639E-01,0.118738E-01,0.158439,451.150,-0.337828E-02,0.351420E-02,-0.241673,12.3300,450.955,5.73073,-0.959561,54.9973
2019-01-01T013000_smart3-00154.ghg,2019-01-01,02:00,1.0833,0,18000,18000,-0.364219E-01,0,-6.57714,0,1.72719,0,0.983617,0,0.384480E-01,0,0.825395E-01,-0.779307,-0.224380,-0.173478E-01,0.587976E-10,0.705546E-12,19.4023,446.035,448.435,0.00000,0,232.819,5.35222,5.38102,0.200000,0,278.657,276.189,99885.0,1.25740,1008.09,0.229888E-01,0.249143E-02,0.419540E-02,534.750,757.896,0.333658E-02,70.5572,223.146,271.329,1.67428,-1.47227,0.118548,2.23268,-0.806451E-14,0.303045E-14,2.23268,4.42617,221.588,318.673,3.04366,-9999,0.170195,0.233398,65.2629,0.257267E-01,-3.80801,0.304875E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.357523E-01,1.01873,-6.22713,1.04241,1.61852,1.18283,1.12525,1.18283,0.360290E-01,1.18283,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,7,12,3,3,1,21,0,0,0,0,60,0.254383,0.170291,0.421219E-01,0.386977E-01,0.177300E-01,5.52705,-0.491267E-02,0.112525E-02,0.360290E-01,12.3300,446.034,5.35223,-1.88418,57.3113
2019-01-01T020000_smart3-00154.ghg,2019-01-01,02:30,1.1041,0,18000,18000,-0.440809E-01,0,-11.8902,0,11.7068,1,-4.05479,1,0.260674,1,0.392536,-0.787509E-01,-0.429723,-0.175353E-02,-0.435907E-10,-0.530562E-12,18.9549,436.559,438.891,0.00000,1,230.709,5.31356,5.34194,0.00000,1,278.919,276.486,99807.4,1.25509,1008.07,0.230314E-01,0.168917E-01,0.415738E-02,530.474,773.998,0.331242E-02,68.5369,243.524,271.220,2.11335,-1.07260,0.974478E-01,2.37197,0.355379E-13,-0.229970E-14,2.37197,5.05923,206.612,333.091,2.35455,-9999,0.187408,0.296840,48.1726,0.348539E-01,-1.01567,0.501461E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.432115E-01,1.02012,-10.8123,1.04550,10.0581,1.19275,-2.95478,1.19275,0.223961,1.19275,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,2,10,2,1,10,25,0,0,0,0,58,0.364400,0.177570,0.517110E-01,0.245829E-01,0.530297E-01,62.9698,-0.854582E-02,-0.295478E-02,0.223961,12.3217,436.559,5.31350,-1.99905,56.1413
2019-01-01T023000_smart3-00154.ghg,2019-01-01,03:00,1.1249,0,18000,18000,-0.404720E-01,0,-5.42706,0,3.63161,1,0.541393E-01,2,0.808811E-01,1,0.287450,-0.387843,0.919149E-01,-0.863781E-02,0.188943E-10,0.220693E-12,19.0221,438.588,440.846,0.00000,0,222.186,5.12287,5.14925,0.200000,0,279.139,276.704,99776.3,1.25380,1007.97,0.230567E-01,0.524110E-02,0.400378E-02,511.278,785.994,0.319332E-02,65.0487,274.715,270.721,1.90352,-1.07970,0.105244,2.19094,0.267013E-14,0.993282E-15,2.19094,4.61313,209.725,330.438,2.75331,-9999,0.179665,0.280957,92.9699,0.180596E-01,-1.49439,0.239015E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.397628E-01,1.01784,-5.03944,1.04051,3.20471,1.17572,0.266961,1.17572,0.713734E-01,1.17572,800000099,800000099,800000099,800000099,800000099,800000199,899999999,899999999,89999,89999,89,89,4,21,4,0,28,22,0,0,0,0,52,0.280443,0.237579,0.438912E-01,0.121894E-01,0.923997E-02,17.8536,-0.398755E-02,0.266961E-03,0.713734E-01,12.3000,438.588,5.12285,-2.49280,50.2709
2019-01-01T030000_smart3-00154.ghg,2019-01-01,03:30,1.1458,0,18000,18000,-0.119422,0,-21.2578,1,11.8685,1,-24.7410,2,0.264365,1,0.197379,0.297957E-01,1.09378,0.663687E-03,0.168056E-09,0.186573E-11,20.0444,462.765,465.155,0.500000,0,222.529,5.13754,5.16407,0.00000,0,279.318,276.854,99699.4,1.25215,1007.98,0.230870E-01,0.171309E-01,0.400998E-02,512.347,794.337,0.320248E-02,64.5000,281.990,270.750,2.69523,-0.812353,0.743677E-01,2.81598,-0.220182E-13,0.838419E-14,2.81598,6.72634,197.482,343.227,1.51331,-9999,0.308826,0.624291,120.476,0.139364E-01,-1.79112,0.545377E-01,0,28.2545,-4.28774,9.69887,24.1516,36.8327,51.6583,77.3936,-0.117032,1.02041,-19.7341,1.04703,10.4281,1.19056,-19.8596,1.19056,0.232282,1.19056,800000099,800000099,800000099,800000099,800001199,800101199,899999999,899999999,89999,89999,89,89,4,20,3,3,18,58,0,0,0,0,40,0.766221,0.386003,0.963582E-01,0.595515E-01,0.553981,55.7799,-0.156354E-01,-0.198596E-01,0.232282,12.2939,462.774,5.13728,-2.46761,39.0351
2019-01-01T033000_smart3-00154.ghg,2019-01-01,04:00,1.1666,0,18000,18000,-0.148872,0,-18.0831,0,46.3074,1,16.6096,0,1.03180,1,0.428961,0.842468,0.737526E-01,0.187714E-01,-0.225689E-09,-0.269890E-11,20.0648,464.400,466.993,0.00000,0,239.945,5.55352,5.58453,-0.100000,0,279.840,277.180,99567.0,1.24882,1008.21,0.231449E-01,0.668605E-01,0.432381E-02,553.095,812.784,0.346233E-02,68.0495,259.688,271.787,3.38632,-0.481506,0.307732E-01,3.42052,0.563829E-13,-0.112480E-13,3.42052,7.07195,187.285,351.907,0.515477,-9999,0.345268,0.843994,197.741,0.849089E-02,-0.390500,0.415972E-01,0,25.5401,-3.87581,8.76710,21.8313,33.2942,46.6955,69.9584,-0.145563,1.02273,-14.9630,1.05291,38.7337,1.20330,14.2692,1.20330,0.863045,1.20330,800001099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,4,10,1,0,262,74,0,0,0,0,39,0.978868,0.554083,0.155038,0.344248E-01,0.334587E-01,504.400,-0.118841E-01,0.142692E-01,0.863045,12.2900,464.397,5.55380,-1.47446,37.3332
2019-01-01T040000_smart3-00154.ghg,2019-01-01,04:30,1.1874,0,18000,18000,-0.295102,0,-54.0263,0,-65.2710,0,67.4773,0,-1.45548,0,1.08269,4.13113,-0.102213,0.921201E-01,0.186833E-10,0.307387E-12,19.8866,462.125,465.666,0.00000,0,327.184,7.60311,7.66136,0.100000,0,280.828,278.006,99463.9,1.24285,1009.35,0.232380E-01,-0.943150E-01,0.589586E-02,756.438,861.221,0.474383E-02,87.8332,104.783,276.126,4.74553,-1.36208,0.148912,4.94002,0.457346E-13,0.939491E-15,4.94002,10.8814,196.045,343.997,1.72738,-9999,0.487278,1.50574,185.975,0.902808E-02,0.827723,0.883826E-01,0,26.3720,-4.00205,9.05266,22.5424,34.3786,48.2165,72.2370,-0.286176,1.03119,-53.3986,1.07254,-49.8731,1.25321,56.8384,1.25321,-1.11212,1.25321,800001099,800000099,800000099,811110099,800011199,800011199,899999999,899999999,89999,89999,89,89,9,27,0,4,361,143,0,0,0,0,50,1.78928,0.937175,0.285021,0.889927,0.303057,1100.45,-0.425665E-01,0.568384E-01,-1.11212,12.2806,462.122,7.60422,2.87463,48.5061
